compound_id,smiles,formula,molecular_weight,n_heavy_atoms,n_chiral_centers
C00234,Nc1nc2c(N[C@@H](CN(C=O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN2)c(=O)[nH]1,C20H23N7O7,473.165896076,34,2
C00235,CC(C)=CCOP(=O)(O)OP(=O)(O)O,C5H12O7P2,246.005825984,14,1
C00236,O=C(OP(=O)(O)O)[C@H](O)COP(=O)(O)O,C3H8O10P2,265.959269716,15,1
C00237,[C-]#[O+],CO,27.99491462,2,0
C00238,[K+],K+,38.96315810009,1,0
C00239,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1,C9H14N3O7P,307.056936418,20,3
C00240,*C1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](CO)OC(*)[C@@H]3O)OC(*)[C@@H]2O)[C@@H](O)[C@H]1O,C15H25*3O16P2,523.0617829799997,33,14
C00241,*C(N)=O,CH2*NO,44.013638684,3,0
C00242,Nc1nc2c(nc[nH]2)c(=O)[nH]1,C5H5N5O,151.04940978,11,0
C00243,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,C12H22O11,342.11621152399994,23,10
C00244,O=[N+]([O-])O,HNO3,62.995642892000006,4,0
C00245,NCCS(=O)(=O)O,C2H7NO3S,125.014664084,7,0
C00246,CCCC(=O)O,C4H8O2,88.052429496,6,0
C00247,OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,C6H12O6,180.063388104,12,4
C00248,NC(=O)CCCCC1CCSS1,C8H15NOS2,205.0595061,12,1
C00249,CCCCCCCCCCCCCCCC(=O)O,C16H32O2,256.240230264,18,0
C00250,Cc1c(O)c(C=O)c(CO)cn1,C8H9NO3,167.058243148,12,0
C00251,C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O,C10H10O6,226.04773804,16,2
C00252,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C12H22O11,342.11621152399994,23,10
C00253,O=C(O)c1cccnc1,C6H5NO2,123.0320284,9,0
C00254,O=C(O)C(=O)C[C@]1(C(=O)O)C=C[C@@H](O)C=C1,C10H10O6,226.04773804,16,2
C00255,Cc1c(C)cc2c(c1)nc1-c(nc(=O)[nH]c1=O)n2C[C@H](O)[C@H](O)[C@H](O)CO,C17H20N4O6,376.1382843599999,27,3
C00256,C[C@@H](O)C(=O)O,C3H6O3,90.031694052,6,1
C00257,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H12O7,196.058302724,13,4
C00258,O=C(O)[C@H](O)CO,C3H6O4,106.026608672,7,1
C00259,OC1OC[C@H](O)[C@H](O)[C@H]1O,C5H10O5,150.05282342,10,4
C00262,O=c1[nH]cnc2c1nc[nH]2,C5H4N4O,136.038510748,10,0
C00263,N[C@@H](CCO)C(=O)O,C4H9NO3,119.058243148,8,1
C00264,*C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O,C24H37*N7O18P3S,836.1128632339999,53,7
C00265,O[C@@H](CS)[C@@H](O)CS,C4H10O2S2,154.01222156,8,2
C00266,O=CCO,C2H4O2,60.021129368,4,0
C00267,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C6H12O6,180.063388104,12,5
C00268,[H][C@]1([C@@H](O)[C@H](C)O)CNC2=NC(N)=NC(=O)C2=N1,C9H13N5O3,239.101839276,17,3
C00269,*C(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(*)=O,C14H19*2N3O15P2,531.0291401679999,34,7
C00270,[H][C@@]1([C@H](O)[C@H](O)CO)OC(O)(C(=O)O)C[C@H](O)[C@H]1NC(C)=O,C11H19NO9,309.105981188,21,6
C00272,[H][C@]1([C@@H](O)[C@H](C)O)CNc2c(N1)c(=O)[nH]c(N)n2,C9H15N5O3,241.11748934,17,3
C00273,O=C(CO)[C@@H](O)[C@H](O)C(=O)CO,C6H10O6,178.04773804,12,2
C00275,O=P(O)(O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,C6H13O9P,260.02971862600003,16,5
C00279,[H]C(=O)[C@H](O)[C@H](O)COP(=O)(O)O,C4H9O7P,200.008589258,12,2
C00280,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H],C19H26O2,286.19328007200005,21,5
C00282,[H][H],H2,2.015650064,0,0
C00283,[H]S[H],H2S,33.987721064,1,0
C00284,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,C10H16N2O8,292.09066547199996,20,0
C00286,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,C10H16N5O13P3,506.99574546199983,31,5
C00288,O=C([O-])O,CHO3-,60.99311747191,4,0
C00291,[Ni],Ni,57.9353429,1,0
C00292,Nc1ccccc1,C6H7N,93.057849224,7,0
C00294,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C10H12N4O5,268.08076948400003,19,4
C00295,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,C5H4N2O4,156.017106608,11,0
C00296,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,C7H12O6,192.063388104,13,4
C00297,*S*,*2S,31.972071,1,0
C00299,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,C9H12N2O6,244.069536104,17,4
C00300,CN(CC(=O)O)C(=N)N,C4H9N3O2,131.069476528,9,0
C00301,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,C15H23N5O14P2,559.0716736759997,36,10
C00302,NC(CCC(=O)O)C(=O)O,C5H9NO4,147.053157768,10,1
C00303,NC(=O)CCC(N)C(=O)O,C5H10N2O3,146.06914218,10,1
C00304,*C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)C(*)[C@@H](O)[C@@H]1O,C18H33*2N3O10,451.216594256,31,15
C00305,[Mg+2],Mg+2,23.98394454018,1,0
C00306,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(=O)O,C50H73N15O11,1059.561398156,76,8
C00307,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,C14H26N4O11P2,488.1073309119999,31,6
C00308,N=C(N)NOCC[C@H](N)C(=O)O,C5H12N4O3,176.090940244,12,1
C00309,OCC1(O)OC[C@@H](O)[C@H]1O,C5H10O5,150.05282342,10,3
C00310,OCC1(O)OC[C@@H](O)[C@@H]1O,C5H10O5,150.05282342,10,3
C00311,O=C(O)CC(C(=O)O)C(O)C(=O)O,C6H8O7,192.027002596,13,2
C00312,OCC1(O)OC[C@H](O)[C@H]1O,C5H10O5,150.05282342,10,3
C00313,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)O,C23H36N7O19P3S,839.0999528220002,53,7
C00314,Cc1c(O)c(CO)c(CO)cn1,C8H11NO3,169.073893212,12,0
C00315,NCCCCNCCCN,C7H19N3,145.15789760799998,10,0
C00318,C[N+](C)(C)C[C@H](O)CC(=O)[O-],C7H15NO3,161.10519334,11,1
C00319,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,C18H37NO2,299.282429424,21,2
C00320,O=S(=O)(O)[S-],HO3S2-,112.93725947191,5,0
C00322,O=C(O)CCCC(=O)C(=O)O,C6H8O5,160.037173356,11,0
C00323,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1cc(O)c(O)cc1,C30H42N7O19P3S,929.1469030140004,60,7
C00324,N#C[Fe-3](C#N)(C#N)(C#N)(C#N)C#N,C6FeN6-3,211.95502723973,13,0
C00325,C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c3nc(N)[nH]c4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,C16H25N5O15P2,589.0822383600001,38,11
C00327,NC(=O)NCCC[C@H](N)C(=O)O,C6H13N3O3,175.095691276,12,1
C00328,Nc1ccccc1C(=O)C[C@H](N)C(=O)O,C10H12N2O3,208.084792244,15,1
C00329,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,C6H13NO5,179.079372516,12,5
C00330,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,C10H13N5O4,267.096753896,19,3
C00331,O=C(O)C(=O)Cc1c[nH]c2ccccc12,C11H9NO3,203.058243148,15,0
C00332,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O,C25H40N7O18P3S,851.1363383299998,54,7
C00333,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,C6H10O7,194.04265266,13,5
C00334,NCCCC(=O)O,C4H9NO2,103.063328528,7,0
C00337,O=C1C[C@@H](C(=O)O)NC(=O)N1,C5H6N2O4,158.032756672,11,1
C00339,*CO,CH3*O,31.018389716,2,0
C00342,*N[C@@H](CS)C(=O)NC(*)C(=O)NC(*)C(=O)N[C@@H](CS)C(*)=O,C10H14*4N4O4S2,318.045646928,20,4
C00343,*N[C@H]1CSSC[C@@H](C(*)=O)NC(=O)C(*)NC(=O)C(*)NC1=O,C10H12*4N4O4S2,316.029996864,20,4
C00344,*C(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(*)=O,C8H13*2O10P,300.024633246,19,3
C00345,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,C6H13O10P,276.024633246,17,4
C00346,NCCOP(=O)(O)O,C2H8NO4P,141.019094366,8,0
C00347,*CCC(=O)O,C3H5*O2,73.0289544,5,0
C00348,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)O,C55H91O4P,846.6654980220002,60,0
C00349,CC(C=O)C(=O)O,C4H6O3,102.031694052,7,1
C00350,*C(=O)OCC(COP(=O)(O)OCCN)OC(*)=O,C7H12*2NO8P,269.030052974,17,2
C00351,*C1C[C@H](OP(=O)(O)O)[C@@H](COP(=O)(O)O[C@H]2CC(*)O[C@@H]2COP(=O)(O)O[C@H]2CC(*)O[C@@H]2COP(=O)(O)O)O1,C15H27*3O19P4,635.009700164,38,11
C00352,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,C6H14NO8P,259.04570303800006,16,5
C00353,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,C20H36O7P2,450.19362675199983,29,1
C00354,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,C6H14O12P2,339.99604914799994,20,4
C00355,N[C@@H](Cc1cc(O)c(O)cc1)C(=O)O,C9H11NO4,197.068807832,14,1
C00356,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)O,C27H44N7O20P3S,911.1574676980002,58,8
C00357,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,C8H16NO9P,301.056267722,19,5
C00360,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,C10H14N5O6P,331.0681697979999,22,3
C00361,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,C10H15N5O10P2,427.0294149399999,27,4
C00362,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,C10H14N5O7P,347.06308441799996,23,3
C00363,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,C10H16N2O11P2,402.02293259199985,25,4
C00364,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,C10H15N2O8P,322.05660207,21,3
C00365,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,C9H13N2O8P,308.04095200600005,20,3
C00366,O=c1[nH]c(=O)c2c([nH]1)[nH]c(=O)[nH]2,C5H4N4O3,168.028339988,12,0
C00369,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)C(*)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,C12H20*2O10,324.10564683999996,22,10
C00370,OC1CCC2C(CCC3C4CCCC4CCC23)C1,C17H28O,248.214015516,18,7
C00371,[H]/C(CNc1c2nc[nH]c2ncn1)=C(/C)CO,C10H13N5O,219.112010036,16,0
C00372,*OC[C@H]1O[C@H](OC[C@H]2OC(*)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C12H20*2O10,324.10564683999996,22,10
C00374,*O[C@H]1[C@H](O)[C@@H](OS(=O)(=O)O)[C@H](O[C@H]2[C@H](OS(=O)(=O)O)[C@@H](NS(=O)(=O)O)[C@@H](O[C@H]3[C@H](O)[C@@H](OS(=O)(=O)O)[C@H](O[C@H]4[C@H](O)[C@@H](NC(C)=O)C(*)O[C@@H]4COS(=O)(=O)O)O[C@@H]3C(=O)O)O[C@@H]2CO)O[C@H]1C(=O)O,C26H40*2N2O36S5,1115.9964306000002,69,20
C00375,*CN,CH4*N,30.034374127999996,2,0
C00376,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,C20H28O,284.214015516,21,0
C00378,Cc1nc(N)c(C[n+]2csc(CCO)c2C)cn1,C12H17N4OS+,265.11175858409,18,0
C00379,OC[C@@H](O)[C@H](O)[C@@H](O)CO,C5H12O5,152.068473484,10,3
C00380,Nc1nc(=O)[nH]cc1,C4H5N3O,111.04326178,8,0
C00381,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCO,C25H44O,360.3392160279999,26,1
C00384,*C1[C@@H](O)[C@H](N)C[C@H](N)[C@H]1O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1N,C12H25*N4O5,305.18249490000005,21,10
C00385,O=c1[nH]c(=O)c2c(nc[nH]2)[nH]1,C5H4N4O2,152.033425368,11,0
C00386,NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,C9H14N4O3,226.106590308,16,1
C00387,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H13N5O5,283.091668516,20,4
C00388,NCCc1c[nH]cn1,C5H9N3,111.079647288,8,0
C00389,O=c1c(O)c(-c2cc(O)c(O)cc2)oc2c1c(O)cc(O)c2,C15H10O7,302.04265266,22,0
C00390,COc1c(OC)c(O)c(C/C=C(\C)CCC=C(C)C)c(C)c1O,C19H28O4,320.19875937599994,23,0
C00392,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H14O6,182.079038168,12,4
C00394,Nc1nc2c(ncn2C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C16H25N5O16P2,605.0771529799998,39,11
C00395,*C(=O)N[C@]1([H])C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@]21[H],C9H11*N2O4S,243.043952832,16,3
C00396,c1cncnc1,C4H4N2,80.037448128,6,0
C00397,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,C18H37N5O9,467.2591277640001,32,14
C00398,NCCc1c[nH]c2ccccc12,C10H12N2,160.100048384,12,0
C00399,COC1=C(OC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(C)C1=O,C19H26O4,318.18310931199994,23,0
C00400,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C10H20O,156.15141526,11,3
C00401,*O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](C(=O)O)C(*)[C@H](O)[C@H]2O)[C@H]1NC(C)=O,C14H21*2NO11,379.111460492,26,10
C00402,N[C@H](CC(=O)O)C(=O)O,C4H7NO4,133.037507704,9,1
C00403,*C(N)C(=O)NC(*)C(=O)NC(*)C(=O)O,C6H8*3N3O4,186.051480736,13,3
C00405,*C(N)C(=O)O,C2H4*NO2,74.024203368,5,1
C00406,COc1c(O)ccc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c3ncnc4N)[C@H](O)[C@@H]2OP(=O)(O)O)c1,C31H44N7O19P3S,943.162553078,61,7
C00407,CC[C@H](C)[C@H](N)C(=O)O,C6H13NO2,131.094628656,9,2
C00408,O=C(O)[C@@H]1CCCCN1,C6H11NO2,129.078978592,9,1
C00409,CS,CH4S,48.003371128,2,0
C00410,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],C21H30O2,314.22458020000005,23,6
C00411,COc1c(O)c(OC)cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c3ncnc4N)[C@H](O)[C@@H]2OP(=O)(O)O)c1,C32H46N7O20P3S,973.173117762,63,7
C00412,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O,C39H70N7O17P3S,1033.3761746700002,67,7
C00413,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,C21H39N7O12,581.2656696879999,40,15
C00414,O=C1CCCCC1,C6H10O,98.07316494,7,0
C00415,Nc1nc2c(N=C(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN2)c(=O)[nH]1,C19H21N7O6,443.15533139199994,32,1
C00416,*C(=O)OCC(COP(=O)(O)O)OC(*)=O,C5H7*2O8P,225.987853814,14,1
C00417,[H]/C(C(=O)O)=C(\CC(=O)O)C(=O)O,C6H6O6,174.016437912,12,0
C00418,C[C@@](O)(CCO)CC(=O)O,C6H12O4,148.073558864,10,1
C00419,*C1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](CO)OC(*)[C@@H]3O)OC(*)[C@@H]2O)[C@@H](O)[C@H]1O,C15H25*3O16P2,523.0617829799997,33,14
C00420,OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,C18H32O16,504.1690349439998,34,15
C00422,*C(=O)OCC(COC(*)=O)OC(*)=O,C6H5*3O6,173.00861288000002,12,0
C00424,C[C@H](O)C=O,C3H6O2,74.036779432,5,1
C00426,*OC[C@H]1OC(*)[C@H](NC(C)=O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O*)[C@H](O)[C@H]2O*)[C@H]1O*,C14H18*5NO11,376.0879853959999,26,10
C00427,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,C20H32O5,352.2249741239999,25,5
C00429,O=C1CCNC(=O)N1,C4H6N2O2,114.042927432,8,0
C00430,NCC(=O)CCC(=O)O,C5H9NO3,131.058243148,9,0
C00431,NCCCCC(=O)O,C5H11NO2,117.078978592,8,0
C00433,O=CCCC(=O)C(=O)O,C5H6O4,130.026608672,9,0
C00434,*C1C[C@H](OP(=O)(O)OC[C@H]2OC(*)C[C@@H]2OP(=O)(O)OC[C@H]2OC(*)C[C@@H]2O)[C@@H](CO)O1.*C1C[C@H](OP(=O)(O)OC[C@H]2OC(*)C[C@@H]2OP(=O)(O)OC[C@H]2OC(*)C[C@@H]2O)[C@@H](CO)O1,C30H50*6O26P4,950.1540782400002,60,22
C00436,NCCCCNC(N)=O,C5H13N3O,131.105862036,9,0
C00437,CC(=O)N[C@@H](CCCN)C(=O)O,C7H14N2O3,174.100442308,12,1
C00438,NC(=O)N[C@@H](CC(=O)O)C(=O)O,C5H8N2O5,176.043321356,12,1
C00439,N=CN[C@@H](CCC(=O)O)C(=O)O,C6H10N2O4,174.0640568,12,1
C00440,CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,C20H25N7O6,459.1866315199999,33,2
C00441,N[C@@H](CC=O)C(=O)O,C4H7NO3,117.042593084,8,1
C00444,*C1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](COP(=O)(O)O)OC(*)[C@@H]3O)OC(*)[C@@H]2O)[C@@H](OP(=O)(O)O)[C@H]1O,C15H27*3O22P4,682.9944440239999,41,14
C00445,Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CC1CN2,C20H22N7O6+,456.1626078440899,33,2
C00446,O=P(O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,C6H13O9P,260.02971862600003,16,5
C00447,O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,C7H16O13P2,370.0066138319999,22,4
C00448,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,C15H28O7P2,382.1310264959999,24,1
C00449,N[C@@H](CCCCN[C@@H](CCC(=O)O)C(=O)O)C(=O)O,C11H20N2O6,276.13213636,19,2
C00450,O=C(O)[C@@H]1CCCC=N1,C6H9NO2,127.063328528,9,1
C00451,O=C(O)C[C@H](C(=O)O)[C@@H](O)C(=O)O,C6H8O7,192.027002596,13,2
C00454,*C1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C5H11*O10P2,292.982744812,17,5
C00455,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)c1,C11H15N2O8P,334.05660207,22,5
C00458,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1,C9H16N3O13P3,466.98959746199984,28,5
C00459,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,C10H17N2O14P3,481.9892631139998,29,5
C00460,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,C9H15N2O14P3,467.9736130499998,28,5
C00461,*O[C@H]1[C@H](O)[C@@H](NC(C)=O)C(*)O[C@@H]1CO,C8H13*2NO5,203.079372516,14,5
C00463,c1cc2c(cc1)[nH]cc2,C8H7N,117.057849224,9,0
C00466,CC(=O)C(C)O,C4H8O2,88.052429496,6,1
C00468,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])c3c(cc(O)cc3)CC[C@@]21[H],C18H22O2,270.161979944,20,4
C00469,CCO,C2H6O,46.041864812,3,0
C00470,O=C(O)[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3C(=O)O)O[C@@H]2C(=O)O)[C@H](O)[C@@H](O)[C@H]1O,C18H26O19,546.1068286119998,37,15
C00472,O=C1C=CC(=O)C=C1,C6H4O2,108.021129368,8,0
C00474,OC[C@@H](O)[C@@H](O)[C@@H](O)CO,C5H12O5,152.068473484,10,3
C00475,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,C9H13N3O5,243.085520516,17,4
C00476,OC1OC[C@@H](O)[C@H](O)[C@@H]1O,C5H10O5,150.05282342,10,4
C00477,[H][C@@]12C[C@@H](O)[C@@H](O)C[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@@H]([C@H](C)[C@H](O)CCC(C)(C)O)CC[C@@]3(O)C1=CC2=O,C27H44O6,464.31378912799994,33,10
C00478,OC[C@@H]1OC=C(O)[C@H](O)[C@H]1O,C6H10O5,162.05282342,11,3
C00479,CCC=O,C3H6O,58.041864812,4,0
C00480,*C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](OC[C@H]4O[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O*)O[C@@H]6CO)O[C@@H]5CO)[C@H](O)[C@@H](O)[C@@H]4O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,C36H60*2O30,972.3169405200002,66,30
C00481,c1c[nH]nc1,C3H4N2,68.037448128,5,0
C00482,COc1cc(/C=C/C(=O)O)cc(OC)c1O,C11H12O5,224.068473484,16,0
C00483,NCCc1ccc(O)cc1,C8H11NO,137.084063972,10,0
C00484,*C(=O)Nc1ccccc1,C7H6*NO,120.044938812,9,0
C00486,C=CC1=C(C)/C(=C/c2c(C)c(CCC(=O)O)c(Cc3c(CCC(=O)O)c(C)c(/C=C4\NC(=O)C(C)=C4C=C)[nH]3)[nH]2)NC1=O,C33H36N4O6,584.263484872,43,0
C00487,C[N+](C)(C)CC(O)CC(=O)O,C7H16NO3+,162.11246979209,11,1
C00488,[H]C(N)=O,CH3NO,45.021463716,3,0
