id,reaction,ec,module,orthology,pathway,rclass,rhea,balanced_els_stars,balancer_failed,bool_missing_data,bool_var_list,comment,cpd_starred,flags,name,remark,smarts,CBRdb_C_ids
R00070,1 C00007 + 2 C05791 <=> 2 C00001 + 2 C05795,,,,rn00860 rn01100 rn01110,RC01983__C05791_C05795,,True,False,False,False,non-enzymatic,False,,D-urobilinogen:oxygen oxidoreductase,,O=O.C=CC1=C(C)C(Cc2c(C)c(CCC(=O)O)c(Cc3c(CCC(=O)O)c(C)c(CC4NC(=O)C(C)=C4CC)[nH]3)[nH]2)NC1=O>>[H]O[H].C=CC1=C(C)C(CC2=N/C(=C/c3c(CCC(=O)O)c(C)c(CC4NC(=O)C(C)=C4CC)[nH]3)C(CCC(=O)O)=C2C)NC1=O,C00001 C00007 C05791 C05795
R00072,1 C00001 + 1 C00007 + 1 C05856 <=> 1 C00027 + 1 C02892,1.1.3.23,,,rn00730 rn01100,RC00080__C02892_C05856 RC02755__C00007_C00027,,True,False,False,False,"second step of two-step reaction (see R02132, R00033+R00072);following after R00033",False,,thiamine-aldehyde:oxygen 5-oxidoreductase,,[H]O[H].O=O.Cc1nc(N)c(C[n+]2csc(CC=O)c2C)cn1>>OO.Cc1nc(N)c(C[n+]2csc(CC(=O)O)c2C)cn1,C00001 C00007 C00027 C02892 C05856
R00073,1 C00001 + 1 C00028 + 1 C00427 <=> 1 C00030 + 1 C05956,1.14.99.1,,K00509 K11987,rn00590 rn01100,RC00982__C00427_C05956,,True,False,False,False,"the latter part (peroxidase) of multi-step reaction (see R01599, R01590+R00073);following after R01590",True,,reduced acceptor:prostaglandin G2 oxidoreductase,,[H]O[H].*.CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2>>[H]*[H].CCCCC[C@@H](/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2)OO,C00001 C00028 C00030 C00427 C05956
R00075,3 C00019 <=> 3 C00170 + 1 C05324,2.5.1.43,M00953,K05953,rn00270 rn00999 rn01100 rn01110,RC00021__C00019_C00170, 16484,True,False,False,False,multi-step reaction,False,,S-adenosyl-L-methionine:S-adenosyl-L-methionine 3-amino-3-carboxypropyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O>>CSC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(=O)O)C(=O)O)C(=O)O,C00019 C00170 C05324
R00078,1 C00007 + 4 C00080 + 4 C14818 <=> 2 C00001 + 4 C14819,1.16.3.1,,K00522 K03594 K13624 K13625 K14735 K18495 K19054 K22336 K22552,rn00860,RC02758__C14818_C14819, 11151,True,False,False,False,,False,,Fe(II):oxygen oxidoreductase; Fe2+:oxygen oxidoreductase,,O=O.[H+].[Fe+2]>>[H]O[H].[Fe+3],C00001 C00007 C00080 C14818 C14819
R00080,3 C00007 + 4 C98923 <=> 6 C00001 + 2 C03861,1.1.3.14 1.10.3.1,,,,RC00993__C00090_C03861 RC02318__C00090_C03861, 12812,True,False,False,False,"multi-step reaction;intermediate (ec 1.10.3.1, [CPD:C02351], see R00058)",False,,catechol:oxygen oxidoreductase (dimerizing),,O=O.Oc1c(O)cccc1>>[H]O[H].O=c1cc2oc3ccccc3oc-2cc1=O,C00001 C00007 C03861 C98923
R00081,1 C00007 + 8 C00080 + 4 C00126 <=> 2 C00001 + 4 C00080 + 4 C00125,7.1.1.9,M00154 M00155 M00156,,rn01100,RC00016__C00125_C00126, 11439,True,False,False,False,,True,,ferrocytochrome-c:oxygen oxidoreductase,,O=O.[H+].*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4/C=C5\N=C(/C=c6/c(CCC(=O)O)c(C)/c(=C/C1=N2)[n]6[Fe][n]43)C(CCC(=O)O)=C5C)NC(*)=O>>[H]O[H].[H+].*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4/C=C5\N=C(/C=c6/c(CCC(=O)O)c(C)/c(=C/C1=N2)[n]6[Fe+][n]43)C(CCC(=O)O)=C5C)NC(*)=O,C00001 C00007 C00080 C00125 C00126
R00084,1 C00001 + 4 C00931 <=> 4 C00014 + 1 C01024,2.5.1.61,M00121 M00846 M00868 M00926,K01749,rn00860 rn01100 rn01110 rn01120 rn01240,RC02317__C00931_C01024, 13188,True,False,False,False,multi-step reaction,False,,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing); porphobilinogen ammonia-lyase (polymerizing),,[H]O[H].NCc1c(CC(=O)O)c(CCC(=O)O)c[nH]1>>[H]N([H])[H].O=C(O)CCc1c[nH]c(Cc2c(CCC(=O)O)c(CC(=O)O)c(Cc3c(CCC(=O)O)c(CC(=O)O)c(Cc4c(CCC(=O)O)c(CC(=O)O)c(CO)[nH]4)[nH]3)[nH]2)c1CC(=O)O,C00001 C00014 C00931 C01024
R00085,2 C00001 + 1 C00002 <=> 2 C00009 + 1 C00020,3.6.1.5,,,,RC00002__C00002_C00020, 20991,True,False,False,False,possibly two-step reaction (see R00086+R00122),False,,ATP diphosphohydrolase (phosphate-forming),,[H]O[H].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>>O=P(O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,C00001 C00002 C00009 C00020
R00086,1 C00001 + 1 C00002 <=> 1 C00008 + 1 C00009,3.6.1.- 3.6.1.15 3.6.1.5 3.6.1.8 7.1.2.2,M00157 M00158 M00159 M00160,K01509 K01510 K06928 K14641 K14642,rn00230 rn01100 rn01110 rn01232,RC00002__C00002_C00008, 13068__14676__14736__15184__20624__20855,True,False,False,False,,False,,ATP phosphohydrolase,,[H]O[H].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=P(O)(O)O,C00001 C00002 C00008 C00009
R00087,1 C00001 + 1 C00002 <=> 1 C00013 + 1 C00020,3.6.1.8 3.6.1.9,,K01513 K04765,rn00230 rn01100 rn01232,RC00002__C00002_C00020, 14248,True,False,False,False,,False,,ATP diphosphohydrolase (diphosphate-forming); ATP pyrophosphohydrolase,,[H]O[H].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>>O=P(O)(O)OP(=O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,C00001 C00002 C00013 C00020
R00088,1 C00001 + 1 C00002 <=> 1 C00014 + 1 C00081,3.5.4.17 3.5.4.18,,,,RC00477__C00002_C00081, 13040,True,False,False,False,,False,,ATP aminohydrolase,,[H]O[H].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>>[H]N([H])[H].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C00001 C00002 C00014 C00081
R00089,1 C00002 <=> 1 C00013 + 1 C00575,4.6.1.1,,K01768 K05851 K05873 K08041 K08042 K08043 K08044 K08045 K08046 K08047 K08048 K08049 K11029 K11265 K22944,rn00230 rn01100,RC00295__C00002_C00575, 15392,True,False,False,False,,False,,"ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)",,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>>O=P(O)(O)OP(=O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,C00002 C00013 C00575
R00090,1 C00004 + 1 C00027 + 1 C00080 <=> 2 C00001 + 1 C00003,1.11.1.1,,,,RC00001__C00003_C00004, 18512,True,False,False,False,,False,,NADH:hydrogen-peroxide oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.OO.[H+]>>[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,C00001 C00003 C00004 C00027 C00080
R00091,1 C00003 + 2 C00010 <=> 1 C00004 + 1 C00080 + 1 C02015,,,,,RC00001__C00003_C00004 RC00011__C00010_C02015,,True,False,False,False,NADP+ (see R07175),False,,CoA:NAD+ oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O,C00003 C00004 C00010 C00080 C02015
R00092,1 C00003 + 2 C00080 + 2 C14818 <=> 1 C00004 + 1 C00080 + 2 C14819,1.16.1.7,,,,RC00001__C00003_C00004 RC02758__C14818_C14819,,True,False,False,False,,False,,Fe2+:NAD+ oxidoreductase; NADH:Fe3+ oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H+].[Fe+2]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[Fe+3],C00003 C00004 C00080 C14818 C14819
R00093,1 C00003 + 2 C00025 <=> 1 C00004 + 1 C00026 + 1 C00064 + 1 C00080,1.4.1.14,,K00264,rn00250 rn00910 rn01100 rn01110 rn01120,RC00001__C00003_C00004 RC00006__C00025_C00026 RC00010__C00025_C00064, 13756,True,False,False,False,,False,,L-glutamate:NAD+ oxidoreductase (transaminating),,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.N[C@@H](CCC(=O)O)C(=O)O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)CCC(=O)C(=O)O.NC(=O)CC[C@H](N)C(=O)O.[H+],C00003 C00004 C00025 C00026 C00064 C00080
R00094,1 C00003 + 2 C00051 <=> 1 C00004 + 1 C00080 + 1 C00127,1.8.1.7,,K00383,,RC00001__C00003_C00004 RC00011__C00051_C00127, 75702,True,False,False,False,NADP+ (see R00115),False,,glutathione:NAD+ oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,C00003 C00004 C00051 C00080 C00127
R00095,1 C00003 + 1 C00282 + 2 C98917 <=> 1 C00004 + 1 C00080 + 2 C98917,1.6.5.4,,K08232,rn00053 rn01100,RC00001__C00003_C00004, 14584,True,False,False,False,,False,,NADH:monodehydroascorbate oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H][H].[H][C@]1([C@@H](O)CO)OC(=O)C(O)=C1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H][C@]1([C@@H](O)CO)OC(=O)C(O)=C1O,C00003 C00004 C00080 C00282 C98917
R00097,1 C00001 + 1 C00541 <=> 1 C00992,,,,rn00860 rn01100,RC00220__C00541_C00992,,True,False,False,False,no specific enzyme,False,,,,[H]O[H].C/C1=C2/[N]([Co+])C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cnc4c3cc(C)c(C)c4)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O>>C/C1=C2/[N]([Co+][OH])C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4c3cc(C)c(C)c4)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,C00001 C00541 C00992
R00099,1 C00080 + 1 C00541 <=> 1 C00853,,,,rn00860 rn01100,RC01010__C00541_C00853, 17484,True,False,False,False,unclear reaction,False,unclear,,,[H+].C/C1=C2/[N]([Co+])C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cnc4c3cc(C)c(C)c4)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O>>C/C1=C2/[N]([Co])C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4c3cc(C)c(C)c4)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,C00080 C00541 C00853
R00102,1 C00001 + 1 C00003 <=> 1 C00080 + 1 C00153 + 1 C00301,3.2.2.5 3.2.2.6 3.5.1.-,,K01242 K18152 K18153 K19980 K27536,rn00760 rn01100,RC00033__C00003_C00153 RC00485__C00003_C00301, 16304,True,False,False,False,,False,,NAD+ glycohydrolase,,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1>>[H+].NC(=O)c1cccnc1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,C00001 C00003 C00080 C00153 C00301
R00103,1 C00001 + 1 C00003 <=> 1 C00020 + 1 C00080 + 1 C00455,3.6.1.22 3.6.1.9,,K01513 K03426 K04765 K26956,rn00760 rn01100,RC00002__C00003_C00020, 11803,True,False,False,False,,False,,NAD+ phosphohydrolase,,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[H+].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)c1,C00001 C00003 C00020 C00080 C00455
R00104,1 C00002 + 1 C00003 <=> 1 C00006 + 1 C00008,2.7.1.23,,K00858,rn00760 rn01100 rn01240,RC00002__C00002_C00008 RC00078__C00003_C00006, 18632,True,False,False,False,,False,,ATP:NAD+ 2'-phosphotransferase,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C00002 C00003 C00006 C00008
R00105,1 C00002 + 1 C00004 <=> 1 C00005 + 1 C00008,2.7.1.86,,,,RC00002__C00002_C00008 RC00078__C00004_C00005, 12263,True,False,False,False,,False,,ATP:NADH 2'-phosphotransferase,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C00002 C00004 C00005 C00008
R00106,1 C00005 + 2 C98995 <=> 1 C00006 + 1 C00080 + 2 C00924,1.6.2.4,,,,RC00001__C00005_C00006,,True,False,False,False,,False,,NADPH:ferricytochrome oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.C=CC1=C(C)c2cc3nc(cc4c(CCC(=O)O)c(C)c(cc5[n-]c(cc1n2)c(C)c5C)[n-]4)C(CCC(=O)O)=C3C.[Fe+5]>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H+].C=Cc1c2cc3nc(cc4[n-]c(cc5nc(cc(c1C)[n-]2)C(C)=C5CCC(=O)O)c(CCC(=O)O)c4C)C(C)=C3C.[Fe+2],C00005 C00006 C00080 C00924 C98995
R00111,1 C00005 + 2 C00007 + 1 C00080 + 2 C05933 <=> 2 C00001 + 1 C00006 + 2 C00327 + 2 C00533,1.14.13.39,,K13240 K13241 K13242 K13427,rn00330 rn01100,RC00001__C00005_C00006 RC01044__C00327_C05933 RC02757__C00533_C05933, 24667,True,False,False,False,"the latter part of multi-step reaction (see R00557, R00558+R00111);following after R00558;NADH (see R10108)",False,,"N-(omega)-hydroxyarginine,NADPH:oxygen oxidoreductase (nitric-oxide-forming)",,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].N/C(=N/O)NCCC[C@H](N)C(=O)O>>[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)NCCC[C@H](N)C(=O)O.[N]=O,C00001 C00005 C00006 C00007 C00080 C00327 C00533 C05933
R00112,1 C00003 + 1 C00005 <=> 1 C00004 + 1 C00006,1.6.1.1 1.6.1.3,,K00322,rn00760 rn01100,RC00001__C00003_C00004, 11695,True,False,False,False,specific for the B-faces of both NADP+ and NAD+ (ec 1.6.1.1),False,,NADPH:NAD+ oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,C00003 C00004 C00005 C00006
R00113,1 C00005 + 1 C00027 + 1 C00080 <=> 2 C00001 + 1 C00006,1.11.1.2,,,,RC00001__C00005_C00006, 15176,True,False,False,False,,False,,NADPH:hydrogen-peroxide oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.OO.[H+]>>[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,C00001 C00005 C00006 C00027 C00080
R00115,1 C00005 + 1 C00080 + 1 C00127 <=> 1 C00006 + 2 C00051,1.8.1.7,,K00383,rn00480 rn01100,RC00001__C00005_C00006 RC00011__C00051_C00127, 11743,True,False,False,False,,False,,glutathione:NADP+ oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,C00005 C00006 C00051 C00080 C00127
R00118,1 C00001 + 1 C00006 <=> 1 C00003 + 1 C00009,3.1.3.- 3.1.3.108,,,rn00760,RC00005__C00006_C00009 RC00078__C00003_C00006, 28053,True,False,False,False,,False,,NADP+ 2'-phosphohydrolase,,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P(O)(O)O,C00001 C00003 C00006 C00009
R00119,1 C00006 + 1 C00253 <=> 1 C00153 + 1 C13051,2.4.99.20,,K01242 K18152,rn00760,RC00033__C00006_C00153, 19852__38602,True,False,False,False,,False,,NADP+:nicotinate ADP-ribosyltransferase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(O)c1cccnc1>>NC(=O)c1cccnc1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H]([n+]3cc(C(=O)O)ccc3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1OP(=O)(O)O,C00006 C00153 C00253 C13051
R00120,1 C00007 + 2 C00051 <=> 1 C00027 + 1 C00127,1.8.3.3,,,rn00480 rn01100,RC00011__C00051_C00127 RC02755__C00007_C00027, 24115,True,False,False,False,,False,,glutathione:oxygen oxidoreductase,,O=O.N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O>>OO.N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,C00007 C00027 C00051 C00127
