id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark,CBRdb_C_ids
R08745,1 C00010 + 1 C05465 <=> 1 C00245 + 1 C05337,2.3.1.65,,K00659,rn00120,RC00004__C00010_C05337 RC00096__C00245_C05465, 49787,,"3alpha,7alpha-dihydroxy-5beta-cholanoyl-CoA:taurine N-choloyltransferase; chenodeoxycholoyl-CoA:taurine N-chenodeoxycholoyltransferase",,,C00010 C00245 C05337 C05465
R08746,1 C00448 <=> 1 C16826,,,,,RC00894__C00448_C16826,,enzyme not yet characterized,"2-trans,6-trans-farnesyl-diphosphate 2-cis-trans-isomerase",,,C00448 C16826
R08747,1 C00013 + 1 C17432 <=> 1 C00129 + 1 C04145,2.5.1.-,,,,RC00279__C00129_C17432,,,(E)-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenyltranstransferase; all-trans-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenyltranstransferase,,,C00013 C00129 C04145 C17432
R08748,1 C00013 + 1 C98983 <=> 1 C00129 + 1 C11356,2.5.1.-,,,,RC00279__C00129_C17435,,,"trans,trans,cis-geranylgeranyl-diphosphate:isopentenyl-diphosphate geranylgeranylcistransferase; geranylneryl-diphosphate:isopentenyl-diphosphate geranylnerylcistransferase",,,C00013 C00129 C11356 C98983
R08749,1 C00013 + 1 C17434 <=> 1 C00129 + 1 C98983,2.5.1.-,,,,RC00279__C00129_C17434,,,"ditrans,dicis-pentaprenyl-diphosphate:isopentenyl-diphosphate pentaprenylcistransferase",,,C00013 C00129 C17434 C98983
R08750,1 C00013 + 1 C17436 <=> 1 C00129 + 1 C17434,2.5.1.-,,,,RC00279__C00129_C17436,,,"ditrans,tricis-hexaprenyl-diphosphate:isopentenyl-diphosphate hexaprenylcistransferase",,,C00013 C00129 C17434 C17436
R08751,1 C00013 + 1 C17437 <=> 1 C00129 + 1 C17436,2.5.1.-,,,,RC00279__C00129_C17437,,,"ditrans,tetracis-heptaprenyl-diphosphate:isopentenyl-diphosphate heptaprenylcistransferase",,,C00013 C00129 C17436 C17437
R08752,1 C00013 + 1 C17438 <=> 1 C00129 + 1 C17437,2.5.1.-,,,,RC00279__C00129_C17438,,,"ditrans,pentacis-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenylcistransferase",,,C00013 C00129 C17437 C17438
R08753,1 C00013 + 1 C04509 <=> 1 C00129 + 1 C17438,2.5.1.-,,,,RC00279__C00129_C04509,,,"ditrans,hexacis-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenylcistransferase",,,C00013 C00129 C04509 C17438
R08754,1 C00005 + 1 C00080 + 1 C00353 <=> 1 C00006 + 1 C17439,1.3.1.-,,K10960,,RC00001__C00005_C00006 RC00212__C00353_C17439,,,dihydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase,,,C00005 C00006 C00080 C00353 C17439
R08755,1 C00005 + 1 C00080 + 1 C17439 <=> 1 C00006 + 1 C17440,1.3.1.-,,K10960,,RC00001__C00005_C00006 RC00212__C17439_C17440,,,tetrahydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase,,,C00005 C00006 C00080 C17439 C17440
R08756,1 C00005 + 1 C00080 + 1 C17440 <=> 1 C00006 + 1 C05427,1.3.1.-,,K10960,,RC00001__C00005_C00006 RC00522__C05427_C17440,,,phytyl-diphosphate:NADP+ oxidoreductase,,,C00005 C00006 C00080 C05427 C17440
R08757,1 C00001 + 1 C00192 + 2 C00399 <=> 1 C00088 + 2 C00390,,,,,RC00061__C00390_C00399 RC00383__C00088_C00192,,"a part of multi-step reaction (see R00793, R08757+R02161+R00081);ubiquinol is also oxidezed by ammonia monooxygenase (see R00148) or NADH dehydrogenase (see R02163) in nitrification",hydroxylamine:ubiquinone oxidoreductase; hydroxylamine oxidase,,,C00001 C00088 C00192 C00390 C00399
R08758,1 C05444 <=> 1 C05445,1.14.15.15,M00104,K00488,rn00120 rn01100,RC00099__C05444_C05445,,sterol 27-hydroxylase,,,,C05444 C05445
R08759,1 C01301 <=> 1 C05446,1.14.15.15,M00104,K00488,rn00120 rn01100,RC00099__C01301_C05446,,sterol 27-hydroxylase,,,,C01301 C05446
R08760,1 C00001 + 2 C00667 + 1 C04554 <=> 1 C00007 + 2 C00080 + 2 C00662 + 1 C05445,1.14.15.15,M00104,K00488,rn00120 rn01100,RC00001__C00005_C00006 RC00242__C04554_C05445,,,,,,C00001 C00007 C00080 C00662 C00667 C04554 C05445
R08761,1 C00001 + 2 C00667 + 1 C04722 <=> 1 C00007 + 2 C00080 + 2 C00662 + 1 C01301,1.14.15.15,M00104,K00488,rn00120 rn01100,RC00242__C01301_C04722, 34630,,,,,C00001 C00007 C00080 C00662 C00667 C01301 C04722
R08762,1 C00007 + 2 C01987 <=> 2 C00001 + 2 C17500,1.10.3.4,,,,RC02320__C01987_C17500, 14684,"the former part of multi-step reaction (see R00074, R08762+R08763);subsequently R08763",2-aminophenol:oxygen oxidoreductase,,,C00001 C00007 C01987 C17500
R08763,1 C00028 + 2 C17500 <=> 1 C00030 + 1 C02161,1.10.3.4,,,,RC02321__C02161_C17500 RC03123__C02161_C17500,,"spontaneous;incomplete reaction (unidentified acceptor, probably [CPD:C00007] or [CPD:C17500]);the latter part of multi-step reaction (see R00074, R08762+R08763);following after R08762","6-iminocyclohexa-2,4-dienone oxidoreductase (dimerizing)",,,C00028 C00030 C02161 C17500
R08764,1 C00001 + 1 C00003 + 1 C00011 + 1 C01059 <=> 1 C00004 + 1 C00007 + 1 C00080 + 1 C01020,1.14.13.114,M00622,K14974,rn00760 rn01100 rn01120,RC00001__C00003_C00004 RC00115__C01020_C01059, 27336,,"6-hydroxynicotinate,NADH:oxygen oxidoreductase (3-hydroxylating, decarboxylating)",,,C00001 C00003 C00004 C00007 C00011 C00080 C01020 C01059
R08765,1 C17509 <=> 1 C17510,4.1.99.3,,,,RC02326__C17509_C17510, 10675,requiring visible light for lyase-reaction (ec 4.1.99.3);requiring UV-radiation for dimerization (non-enzymatic),deoxyribocyclobutadithymine thymine-lyase,,,C17509 C17510
R08766,1 C00001 + 1 C00811 <=> 1 C03964,4.2.1.-,,,rn00130 rn01110,RC02347__C00811_C03964,,enzyme not yet characterized,3-(4-hydroxyphenyl)lactate hydro-lyase (4-coumarate-forming),,,C00001 C00811 C03964
R08767,1 C00001 + 1 C00003 + 1 C00010 + 1 C00223 <=> 1 C00004 + 1 C00024 + 1 C00080 + 1 C02949,,,,rn00130 rn01110,RC00001__C00003_C00004 RC00004__C00010_C02949 RC00936__C00024_C00223 RC02968__C00223_C02949,,enzyme not yet characterized;multi-step reaction;possibly beta-oxidation (see R02685+R01778+R00391),,,,C00001 C00003 C00004 C00010 C00024 C00080 C00223 C02949
R08768,1 C00001 + 1 C00006 + 1 C17551 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C05807,1.14.13.240,M00117,K18800,rn00130 rn01100 rn01110 rn01240,RC00001__C00005_C00006 RC00046__C05807_C17551, 55895,"general reaction (see R04987, n=5-9)","2-(all-trans-polyprenyl)phenol,NADPH:oxygen oxidoreductase (6-hydroxylating)",,,C00001 C00005 C00006 C00007 C00080 C05807 C17551
R08769,1 C00019 + 1 C17551 <=> 1 C00021 + 1 C17552,2.1.1.222,M00117,K00568,rn00130 rn01100 rn01110 rn01240,RC00003__C00019_C00021 RC00392__C17551_C17552, 31414,"general reaction (see R04988, n=5-9)","S-adenosyl-L-methionine:2-polyprenyl-6-hydroxyphenol 6-O-methyltransferase; S-adenosyl-L-methionine:3-(all-trans-polyprenyl)benzene-1,2-diol 2-O-methyltransferase",,,C00019 C00021 C17551 C17552
R08770,1 C00001 + 1 C17554 <=> 1 C00007 + 1 C98979,1.14.13.-,M00128,K06126,rn00130 rn01100 rn01110 rn01240,RC00046__C05848_C17554,,"general reaction (see R06865, n=5-9)",,,,C00001 C00007 C17554 C98979
R08771,1 C00019 + 1 C17554 <=> 1 C00021 + 1 C17559,2.1.1.114,M00128,K00591,rn00130 rn01100 rn01110 rn01240,RC00003__C00019_C00021 RC00392__C17554_C17559, 44455,"general reaction (see R04711, n=5-9)","S-adenosyl-L-methionine:3,4-dihydroxy-5-polyprenylbenzoate 3-O-methyltransferase",,,C00019 C00021 C17554 C17559
R08772,1 C00011 + 1 C17552 <=> 1 C17559,4.1.1.-,M00128,,rn00130 rn01100 rn01110 rn01240,RC00391__C17552_C17559,,"enzyme not yet characterized;general reaction (see R06866, n=5-9)",3-polyprenyl-4-hydroxy-5-methoxybenzoate carboxy-lyase (2-polyprenyl-6-methoxyphenol-forming),,,C00011 C17552 C17559
R08776,1 C01642 + 1 C17541 <=> 1 C02412 + 1 C05894,2.3.2.16,,K11693,rn00550 rn01100,RC00055__C01642_C02412 RC00096__C05894_C17541, 30438,,glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine N6-glycyltransferase,,,C01642 C02412 C05894 C17541
R08777,2 C01642 + 1 C17542 <=> 2 C02412 + 1 C17541,2.3.2.17,,K11694,rn00550 rn01100,RC00055__C01642_C02412 RC00096__C17541_C17542, 30442,two-step reaction,glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine glycyltransferase,,,C01642 C02412 C17541 C17542
R08778,2 C01642 + 1 C05895 <=> 2 C02412 + 1 C17542,2.3.2.18,,K11695,rn00550 rn01100,RC00055__C01642_C02412 RC00096__C05895_C17542, 30446,two-step reaction,glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine glycyltransferase,,,C01642 C02412 C05895 C17542
R08779,1 C00886 + 1 C05893 <=> 1 C01635 + 1 C17550,2.3.2.10,,K05363,rn00550 rn01100,RC00055__C00886_C01635 RC00096__C05893_C17550,,,L-alanyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine N6-alanyltransferase,,,C00886 C01635 C05893 C17550
R08780,1 C00886 + 1 C17550 <=> 1 C01635 + 1 C17549,2.3.2.-,,K12554,rn00550 rn01100,RC00055__C00886_C01635 RC00064__C17549_C17550,,,L-alanyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine alanyltransferase,,,C00886 C01635 C17549 C17550
R08781,1 C00019 + 1 C17562 <=> 1 C00021 + 1 C00399,2.1.1.64,M00128,K00591,rn00130 rn01100 rn01110 rn01240,RC00003__C00019_C00021 RC01895__C00399_C17562, 44383,"general reaction (see R02175, R07235 and R05614, n=5-9)","S-adenosyl-L-methionine:3-hydroxy-2-methoxy-5-methyl-6-(all-trans-polyprenyl)-1,4-benzoquinone 3-O-methyltransferase",,,C00019 C00021 C00399 C17562
R08782,1 C00011 + 1 C00013 + 1 C17570 <=> 1 C00544 + 1 C04145,2.5.1.117,M00933,K12501,rn00130 rn01100 rn01110 rn01240,RC01840__C00544_C17570, 37998,,all-trans-nonaprenyl-diphosphate:homogentisate nonaprenyltransferase (decarboxylating),,,C00011 C00013 C00544 C04145 C17570
R08784,1 C00001 + 1 C02869 + 1 C03092 <=> 1 C00007 + 1 C02745 + 1 C09844,1.14.14.133,,K21120,rn00902 rn01110,RC01218__C03092_C09844, 32902,,"1,8-cineole,[reduced flavodoxin]:oxygen oxidoreductase (2-endo-hydroxylating)",,,C00001 C00007 C02745 C02869 C03092 C09844
R08785,1 C00001 + 1 C03161 + 1 C17621 <=> 1 C00007 + 1 C01500 + 1 C03024,1.14.14.83,,K15099,rn00902 rn01100 rn01110,RC01137__C01500_C17621, 32498,geraniol 10-hydroxylase,"geraniol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (8-hydroxylating)",,,C00001 C00007 C01500 C03024 C03161 C17621
R08787,1 C00019 + 1 C02105 <=> 1 C00021 + 1 C17592,2.1.1.291,,K13390,rn00950 rn01110,RC00003__C00019_C00021 RC00392__C02105_C17592, 10447,,S-adenosyl-L-methionine:(S)-reticuline 7-O-methyltransferase,,,C00019 C00021 C02105 C17592
R08788,1 C00019 + 1 C05178 <=> 1 C00021 + 1 C17592,2.1.1.291,,K13390,rn00950 rn01110,RC00003__C00019_C00021 RC00392__C05178_C17592, 38910,,S-adenosyl-L-methionine:(R)-reticuline 7-O-methyltransferase,,,C00019 C00021 C05178 C17592
R08789,1 C00019 + 1 C03329 <=> 1 C00021 + 1 C02915,2.1.1.122,M00946,K13396,rn00950 rn01100 rn01110,RC00003__C00019_C00021 RC01197__C02915_C03329, 12808,,S-adenosyl-L-methionine:(S)-canadine N-methyltransferase,,,C00019 C00021 C02915 C03329
R08790,1 C00007 + 1 C02105 + 1 C03024 <=> 2 C00001 + 1 C03161 + 1 C17591,1.14.19.51,,K13389,rn00950 rn01110,RC00001__C00005_C00006 RC02286__C02105_C17591,,CYP80G2,"(S)-reticuline,NADPH:oxygen oxidoreductase (C-C phenol-coupling; (S)-corytuberine-forming)",,,C00001 C00007 C02105 C03024 C03161 C17591
R08791,1 C00019 + 1 C17591 <=> 1 C00021 + 1 C09581,2.1.1.337,,K21580,rn00950 rn01110,RC00003__C00019_C00021 RC02349__C09581_C17591, 51527,coclaurine N-methyltransferase,S-adenosyl-L-methionine:(S)-corytuberine N-methyltransferase,,,C00019 C00021 C09581 C17591
R08792,1 C00045 <=> 1 C17266,,,,,,,multi-step reaction (R08679+R08680+R08681+R08682+R08683);incomplete reaction;general reaction,chain-elongation cycle,,,C00045 C17266
R08794,1 C00019 + 1 C06517 <=> 1 C00021 + 1 C05202,2.1.1.115,,K13384,rn00950 rn01110,RC00003__C00019_C00021 RC01198__C05202_C06517,,,,,,C00019 C00021 C05202 C06517
R08795,2 C00007 + 1 C00080 + 1 C02890 <=> 2 C00027 + 1 C05315,1.3.3.8,,K22089,rn00950 rn01110,RC00798__C02890_C05315 RC02755__C00007_C00027,,tetrahydropalmatine oxidase,tetrahydropalmatine:oxygen oxidoreductase,,,C00007 C00027 C00080 C02890 C05315
R08796,1 C00001 + 1 C00223 + 1 C05270 + 1 C98986 <=> 3 C00010 + 2 C00011 + 1 C17744,,,,rn00945 rn01110,RC00004__C00010_C00083 RC02969__C00223_C17744,,several steps reaction;polyketide synthase(s),,,,C00001 C00010 C00011 C00223 C05270 C17744 C98986
R08797,1 C00001 + 1 C00406 + 1 C05270 + 1 C98986 <=> 3 C00010 + 2 C00011 + 1 C17746,,,,rn00945 rn01110,RC00004__C00010_C00083 RC02969__C00406_C17746,,several steps reaction;polyketide synthase(s),,,,C00001 C00010 C00011 C00406 C05270 C17746 C98986
R08798,1 C17744 <=> 1 C17747,,,,rn00945 rn01110,RC02358__C17744_C17747,,several steps reaction;reductase(s);incomplete reaction (unidentified donors),,,,C17744 C17747
R08799,1 C17745 <=> 1 C17748,,,,rn00945,RC02358__C17745_C17748,,several steps reaction;reductase(s);incomplete reaction (unidentified donors),,,,C17745 C17748
R08800,1 C10462 <=> 1 C17746,,,,rn00945 rn01110,RC02358__C10462_C17746,,several steps reaction;reductase(s);incomplete reaction (unidentified donors),,,,C10462 C17746
R08801,1 C17744 <=> 1 C17745,,,,rn00945 rn01110,RC00046__C17744_C17745,,hydroxylase;incomplete reaction,,,,C17744 C17745
R08802,1 C17747 <=> 1 C17748,,,,rn00945 rn01110,RC00046__C17747_C17748,,hydroxylase;incomplete reaction,,,,C17747 C17748
R08803,1 C00019 + 1 C17745 <=> 1 C00021 + 1 C17746,2.1.1.-,,,rn00945 rn01110,RC00003__C00019_C00021 RC00392__C17745_C17746,,O-methyltransferase (OMT),"S-adenosyl-L-methionine:1-(3,4-dihydroxyphenyl)-1-decene-3,5-dione O-methyltransferase",,,C00019 C00021 C17745 C17746
R08804,1 C00019 + 1 C17748 <=> 1 C00021 + 1 C10462,2.1.1.-,,,rn00945 rn01110,RC00003__C00019_C00021 RC00392__C10462_C17748,,O-methyltransferase (OMT),"S-adenosyl-L-methionine:1-(3,4-dihydroxyphenyl)-5-hydroxy-3-decanone O-methyltransferase",,,C00019 C00021 C10462 C17748
R08805,1 C00010 + 1 C00011 + 1 C17740 <=> 1 C00223 + 1 C98986,2.3.1.218,,K13233,rn00945 rn01110,RC00004__C00010_C00223 RC02955__C00223_C17740, 22503,diketide-CoA synthase (DCS),p-coumaroyl-CoA:malonyl-CoA C-coumaroyltransferase (decarboxylating),,,C00010 C00011 C00223 C17740 C98986
R08806,1 C00010 + 1 C00011 + 1 C17741 <=> 1 C00406 + 1 C98986,2.3.1.218,,K13233,rn00945 rn01110,RC00004__C00010_C00406 RC02955__C00406_C17741, 35118,diketide-CoA synthase (DCS),feruloyl-CoA:malonyl-CoA C-feruloyltransferase (decarboxylating),,,C00010 C00011 C00406 C17741 C98986
R08807,1 C00001 + 1 C00223 + 1 C17740 <=> 2 C00010 + 1 C00011 + 1 C17743,2.3.1.219,,K17211,rn00945 rn01110,RC00004__C00010_C00223 RC02970__C17740_C17743, 35142,curcuminoid synthase (CURS),p-coumaroyl-CoA:p-coumaroyl-diketide-CoA C-coumaroyltransferase (thioester-hydrolysing and decarboxylating),,,C00001 C00010 C00011 C00223 C17740 C17743
R08808,1 C00001 + 1 C00406 + 1 C17740 <=> 2 C00010 + 1 C00011 + 1 C17742,2.3.1.217,,K13234 K17211,rn00945 rn01110,RC00004__C00010_C00406 RC02970__C17740_C17742,,curcuminoid synthase (CURS),feruloyl-CoA:p-coumaroyl-diketide-CoA C-feruloyltransferase (thioester-hydrolysing and decarboxylating),,,C00001 C00010 C00011 C00406 C17740 C17742
R08809,1 C00001 + 1 C00223 + 1 C17741 <=> 2 C00010 + 1 C00011 + 1 C17742,2.3.1.219,,K17211,rn00945 rn01110,RC00004__C00010_C00223 RC02998__C17741_C17742, 35122,curcuminoid synthase (CURS),p-coumaroyl-CoA:feruloyl-diketide-CoA C-coumaroyltransferase (thioester-hydrolysing and decarboxylating),,,C00001 C00010 C00011 C00223 C17741 C17742
R08810,1 C00001 + 1 C00406 + 1 C17741 <=> 2 C00010 + 1 C00011 + 1 C10443,2.3.1.217,,K13234 K17211,rn00945 rn01110,RC00004__C00010_C00406 RC02970__C10443_C17741, 34826,curcuminoid synthase (CURS),feruloyl-CoA:feruloylacetyl-CoA feruloyltransferase (curcumin-forming),,,C00001 C00010 C00011 C00406 C10443 C17741
R08811,1 C17742 <=> 1 C17743,,,,rn00945 rn01110,RC01199__C17742_C17743,,2 steps reaction;hydroxylase and O-methyltransferase (OMT);incomplete reaction,,,,C17742 C17743
R08812,1 C10443 <=> 1 C17742,,,,rn00945 rn01110,RC01199__C10443_C17742,,2 steps reaction;hydroxylase and O-methyltransferase (OMT);incomplete reaction,,,,C10443 C17742
R08813,1 C00015 + 1 C17749 <=> 1 C00029 + 1 C10443,2.4.1.-,,K13235,rn00945 rn01110,RC00005__C00015_C00029 RC00171__C10443_C17749,,,UDP-glucose:curcumin glucosyltransferase,,,C00015 C00029 C10443 C17749
R08814,1 C00015 + 1 C17750 <=> 1 C00029 + 1 C17749,2.4.1.-,,K13235,rn00945 rn01110,RC00005__C00015_C00029 RC00171__C17749_C17750,,,UDP-glucose:curcumin-monoglucoside glucosyltransferase,,,C00015 C00029 C17749 C17750
R08815,1 C00001 + 1 C00223 + 1 C03161 <=> 1 C00007 + 1 C03024 + 1 C98987,1.14.14.91,,K00487,rn00940 rn00941 rn00945 rn01110 rn01220,RC00490__C00223_C00540,,,"cinnamoyl-CoA,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (4-hydroxylating)",,,C00001 C00007 C00223 C03024 C03161 C98987
R08816,1 C00015 + 1 C17751 <=> 1 C00029 + 1 C05604,2.4.1.-,M00961,K15776,rn00965 rn01100 rn01110,RC00005__C00015_C00029 RC00171__C05604_C17751,,,"UDP-glucose:2,3-dihydro-5,6-dihydroxyindole-2-carboxylate 5-O-beta-D-glucosyltransferase",,,C00015 C00029 C05604 C17751
R08817,1 C00015 + 1 C17752 <=> 1 C00167 + 1 C17751,2.4.1.-,,,rn00965 rn01110,RC00005__C00015_C00167 RC00049__C17751_C17752,,,UDP-glucuronate:cyclo-DOPA-5-O-glucoside 2'-O-beta-D-glucuronosyltransferase,,,C00015 C00167 C17751 C17752
R08818,1 C00001 + 1 C08537 <=> 1 C08538 + 1 C17752,,,,rn00965 rn01110,RC02350__C08537_C17752 RC02351__C08537_C08538,,spontaneous,,,,C00001 C08537 C08538 C17752
R08819,1 C00031 + 1 C08542 <=> 1 C08537 + 1 C17759,2.3.1.-,,,rn00965 rn01100 rn01110,RC00055__C00031_C17759,,,1-O-feruloyl-beta-D-glucose:amaranthin feruloyltransferase,,,C00031 C08537 C08542 C17759
R08820,1 C00001 + 1 C08540 <=> 1 C08538 + 1 C17751,,M00961,,rn00965 rn01100 rn01110,RC02350__C08540_C17751 RC02351__C08538_C08540,,spontaneous,,,,C00001 C08538 C08540 C17751
R08821,1 C00001 + 1 C08539 <=> 1 C05604 + 1 C08538,,M00961,,rn00965 rn01100 rn01110,RC02350__C05604_C08539 RC02351__C08538_C08539,,spontaneous,,,,C00001 C05604 C08538 C08539
R08822,1 C00015 + 1 C08540 <=> 1 C00029 + 1 C08539,2.4.1.-,M00961,K15774,rn00965 rn01100 rn01110,RC00005__C00015_C00029 RC00171__C08539_C08540,,,UDP-glucose:betanidin 5-O-beta-D-glucosyltransferase,,,C00015 C00029 C08539 C08540
R08823,1 C00031 + 1 C08552 <=> 1 C08540 + 1 C17759,2.3.1.-,,,rn00965 rn01100 rn01110,RC00041__C08540_C08552 RC00055__C00031_C17759,,,1-O-feruloyl-beta-D-glucose:betanin feruloyltransferase,,,C00031 C08540 C08552 C17759
R08824,1 C00015 + 1 C08537 <=> 1 C00167 + 1 C08540,2.4.1.-,M00961,K26038,rn00965 rn01100 rn01110,RC00005__C00015_C00167 RC00049__C08537_C08540,,,UDP-glucuronate:betanin beta-D-glucuronosyltransferase,,,C00015 C00167 C08537 C08540
R08825,1 C00001 + 1 C08565 <=> 1 C00082 + 1 C08538,,,,rn00965 rn01110,RC02352__C00082_C08565 RC02353__C08538_C08565,,spontaneous,,,,C00001 C00082 C08538 C08565
R08826,1 C00001 + 1 C08543 + 1 C17753 <=> 1 C00007 + 1 C08543 + 1 C08565,1.14.18.-,,,rn00965 rn01110,RC00046__C08543_C08565 RC00180__C08543_C17753,,,"portulacaxanthin-II,dopaxanthin:oxygen oxidoreductase",,,C00001 C00007 C08543 C08565 C17753
R08827,1 C00001 + 1 C08543 <=> 1 C00355 + 1 C08538,,,,rn00965 rn01100,RC02352__C00355_C08543 RC02353__C08538_C08543,,spontaneous,,,,C00001 C00355 C08538 C08543
R08828,1 C00007 + 2 C08543 <=> 2 C00001 + 2 C17753,1.10.3.-,,,rn00965 rn01110,RC00180__C08543_C17753,,,dopaxanthin:oxygen oxidoreductase,,,C00001 C00007 C08543 C17753
R08829,1 C08539 <=> 1 C17753,,,,rn00965 rn01110,RC02354__C08539_C17753,,spontaneous,,,,C08539 C17753
R08830,1 C00015 + 1 C08544 <=> 1 C00029 + 1 C08539,2.4.1.-,,K15775,rn00965 rn01100 rn01110,RC00005__C00015_C00029 RC00171__C08539_C08544,,,UDP-glucose:betanidin 6-O-beta-D-glucosyltransferase,,,C00015 C00029 C08539 C08544
R08831,1 C00001 + 1 C17754 <=> 1 C05587 + 1 C08538,,,,rn00965,RC01859__C05587_C17754 RC02353__C08538_C17754,,spontaneous,,,,C00001 C05587 C08538 C17754
R08832,1 C00007 + 2 C03758 <=> 2 C00001 + 2 C17755,1.10.3.-,,,rn00965,RC00180__C03758_C17755,,,dopamine:oxygen oxidoreductase,,,C00001 C00007 C03758 C17755
R08833,1 C17755 <=> 1 C17756,,,,rn00965,RC02355__C17755_C17756,,spontaneous,,,,C17755 C17756
R08834,1 C00001 + 1 C17757 <=> 1 C08538 + 1 C17756,,,,rn00965,RC02351__C08538_C17757 RC02356__C17756_C17757,,spontaneous,,,,C00001 C08538 C17756 C17757
R08835,1 C00001 + 1 C08557 <=> 1 C03758 + 1 C08538,,,,rn00965 rn01110,RC01859__C03758_C08557 RC02353__C08538_C08557,,spontaneous,,,,C00001 C03758 C08538 C08557
R08836,1 C00007 + 1 C00355 <=> 1 C17758,1.13.11.-,M00961,K15777,rn00965 rn01100 rn01110,RC00387__C00355_C17758,,,"3,4-dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (decyclizing)",,,C00007 C00355 C17758
R08837,1 C00001 + 1 C08538 <=> 1 C17758,,M00961,,rn00965 rn01100 rn01110,RC02357__C08538_C17758,,spontaneous,,,,C00001 C08538 C17758
R08838,1 C00001 + 1 C00006 + 1 C00805 <=> 1 C00005 + 1 C00007 + 1 C98941,1.14.13.-,,,rn00996 rn01110,RC00001__C00005_C00006 RC00046__C00180_C00805,,benzoic acid 2-hydroxylase (BA2H),"benzoate,NADPH:oxygen oxidoreductase (2-hydroxylating)",,,C00001 C00005 C00006 C00007 C00805 C98941
R08839,1 C00015 + 1 C17759 <=> 1 C00029 + 1 C01494,2.4.1.120 2.4.1.126,,,,RC00005__C00015_C00029 RC00523__C01494_C17759, 57471,ec 2.4.1.120 forms only glucose esters;ec 2.4.1.126 forms a mixture of glucose esters and 4-glucosides,UDP-glucose:ferulate D-glucosyltransferase,,,C00015 C00029 C01494 C17759
R08840,1 C00007 + 1 C03024 + 1 C15791 <=> 2 C00001 + 1 C03161 + 1 C17733,1.14.14.180,,K12640,rn00905,RC01504__C15791_C17733, 70018,,"teasterone,NADPH---hemoprotein reductase:oxygen oxidoreductase (lactonizing, 7-oxateasterone-forming)",,,C00001 C00007 C03024 C03161 C15791 C17733
R08841,1 C00007 + 1 C03024 + 1 C15793 <=> 2 C00001 + 1 C03161 + 1 C17735,1.14.14.180,,K12640,rn00905,RC01504__C15793_C17735, 70022,,"typhasterol,NADPH---hemoprotein reductase:oxygen oxidoreductase (lactonizing, 7-oxatyphasterol-forming)",,,C00001 C00007 C03024 C03161 C15793 C17735
R08842,1 C17733 <=> 1 C17735,,,,rn00905,RC00886__C17733_C17735,,unclear reaction,,,,C17733 C17735
R08843,1 C04280 <=> 1 C04673,,,,rn00521 rn01110,RC00182__C04280_C04673,,dehydrogenase;incomplete reaction,,,,C04280 C04673
R08844,1 C00002 + 1 C01298 <=> 1 C00008 + 1 C11351,2.7.1.-,,,rn00521 rn01110,RC00002__C00002_C00008 RC00078__C01298_C11351,,enzyme not yet characterized,"ATP:1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol 6-phosphotransferase",,,C00002 C00008 C01298 C11351
R08845,1 C00013 + 1 C05227 <=> 1 C00075 + 1 C00991,2.7.7.64,,K12447,,, 13208,UDP-sugar pyrophosphorylase,UTP:monosaccharide-1-phosphate uridylyltransferase,,,C00013 C00075 C00991 C05227
R08846,1 C00003 + 1 C00014 + 1 C10447 <=> 1 C00004 + 1 C00080 + 1 C00355,4.3.1.22,,,rn00350,RC00001__C00003_C00004 RC02368__C00355_C10447, 24763,,"3,4-dihydroxy-L-phenylalanine ammonia-lyase (3,4-dihydroxyphenylpropanoate-forming)",,,C00003 C00004 C00014 C00080 C00355 C10447
R08847,1 C10447 <=> 1 C22038,,,,rn00350,RC02643__C10447_C22038,,unclear reaction,,,,C10447 C22038
R08848,1 C00097 + 1 C00822 <=> 1 C17935,,,,rn00350,RC02644__C00822_C17935 RC02645__C00097_C17935,,non-enzymatic,,,,C00097 C00822 C17935
